Player 1,Player 2,Score 1,Score 2
TidemanAndChieruzzi,AlwaysCoop,3319,3309
TidemanAndChieruzzi,AlwaysDefect,1104,1109
TidemanAndChieruzzi,Davis,3315,3310
TidemanAndChieruzzi,DefectTitForTat,1108,1108
TidemanAndChieruzzi,Feld,1164,1164
TidemanAndChieruzzi,Friedman,3315,3310
TidemanAndChieruzzi,GraaskampStrategy,3316,3296
TidemanAndChieruzzi,GrofmanStrategy,3315,3310
TidemanAndChieruzzi,Grudger,3315,3310
TidemanAndChieruzzi,HarringtonStrategy,3315,3310
TidemanAndChieruzzi,JossStrategy,1116,1116
TidemanAndChieruzzi,Malthrin,3315,3310
TidemanAndChieruzzi,MaxMax,1104,1109
TidemanAndChieruzzi,MiniMax,1104,1109
TidemanAndChieruzzi,NameWithheld,1118,1113
TidemanAndChieruzzi,RandomStrategy,3149,984
TidemanAndChieruzzi,TitForTat,3315,3310
AlwaysCoop,AlwaysDefect,0,5525
AlwaysCoop,Davis,3315,3315
AlwaysCoop,DefectTitForTat,3312,3317
AlwaysCoop,Feld,1848,4293
AlwaysCoop,Friedman,3315,3315
AlwaysCoop,GraaskampStrategy,3312,3317
AlwaysCoop,GrofmanStrategy,3315,3315
AlwaysCoop,Grudger,3315,3315
AlwaysCoop,HarringtonStrategy,3315,3315
AlwaysCoop,JossStrategy,2949,3559
AlwaysCoop,Malthrin,3315,3315
AlwaysCoop,MaxMax,0,5525
AlwaysCoop,MiniMax,0,5525
AlwaysCoop,NameWithheld,30,5505
AlwaysCoop,RandomStrategy,1722,4377
AlwaysCoop,TitForTat,3315,3315
AlwaysDefect,Davis,1149,1094
AlwaysDefect,DefectTitForTat,1105,1105
AlwaysDefect,Feld,1109,1104
AlwaysDefect,Friedman,1109,1104
AlwaysDefect,GraaskampStrategy,1109,1104
AlwaysDefect,GrofmanStrategy,3697,457
AlwaysDefect,Grudger,1109,1104
AlwaysDefect,HarringtonStrategy,1109,1104
AlwaysDefect,JossStrategy,1109,1104
AlwaysDefect,Malthrin,1109,1104
AlwaysDefect,MaxMax,1105,1105
AlwaysDefect,MiniMax,1105,1105
AlwaysDefect,NameWithheld,1113,1103
AlwaysDefect,RandomStrategy,3413,528
AlwaysDefect,TitForTat,1109,1104
Davis,DefectTitForTat,1128,1128
Davis,Feld,1190,1190
Davis,Friedman,3315,3315
Davis,GraaskampStrategy,1246,1201
Davis,GrofmanStrategy,3315,3315
Davis,Grudger,3315,3315
Davis,HarringtonStrategy,3315,3315
Davis,JossStrategy,1158,1158
Davis,Malthrin,3315,3315
Davis,MaxMax,1094,1149
Davis,MiniMax,1094,1149
Davis,NameWithheld,1120,1140
Davis,RandomStrategy,3242,607
Davis,TitForTat,3315,3315
DefectTitForTat,Feld,1135,1135
DefectTitForTat,Friedman,1108,1108
DefectTitForTat,GraaskampStrategy,1189,1189
DefectTitForTat,GrofmanStrategy,3316,3311
DefectTitForTat,Grudger,1108,1108
DefectTitForTat,HarringtonStrategy,1105,1105
DefectTitForTat,JossStrategy,1120,1120
DefectTitForTat,Malthrin,1108,1108
