Player 1,Player 2,Score 1,Score 2
TidemanAndChieruzzi,Davis,150,145
TidemanAndChieruzzi,DefectTitForTat,53,53
TidemanAndChieruzzi,Feld,89,89
TidemanAndChieruzzi,Friedman,150,145
TidemanAndChieruzzi,GraaskampStrategy,150,145
TidemanAndChieruzzi,GrofmanStrategy,150,145
TidemanAndChieruzzi,Grudger,150,145
TidemanAndChieruzzi,HarringtonStrategy,150,145
TidemanAndChieruzzi,JossStrategy,55,55
TidemanAndChieruzzi,Malthrin,150,145
TidemanAndChieruzzi,MaxMax,49,54
TidemanAndChieruzzi,MiniMax,49,54
TidemanAndChieruzzi,NameWithheld,56,56
TidemanAndChieruzzi,RandomStrategy,144,49
TidemanAndChieruzzi,TitForTat,150,145
Davis,DefectTitForTat,73,73
Davis,Feld,73,73
Davis,Friedman,150,150
Davis,GraaskampStrategy,150,150
Davis,GrofmanStrategy,150,150
Davis,Grudger,150,150
Davis,HarringtonStrategy,73,73
Davis,JossStrategy,70,75
Davis,Malthrin,150,150
Davis,MaxMax,39,94
Davis,MiniMax,39,94
Davis,NameWithheld,62,87
Davis,RandomStrategy,127,67
Davis,TitForTat,150,150
DefectTitForTat,Feld,59,59
DefectTitForTat,Friedman,53,53
DefectTitForTat,GraaskampStrategy,125,125
DefectTitForTat,GrofmanStrategy,149,144
DefectTitForTat,Grudger,53,53
DefectTitForTat,HarringtonStrategy,56,56
DefectTitForTat,JossStrategy,83,83
DefectTitForTat,Malthrin,53,53
DefectTitForTat,MaxMax,50,50
DefectTitForTat,MiniMax,50,50
DefectTitForTat,NameWithheld,63,63
DefectTitForTat,RandomStrategy,115,115
DefectTitForTat,TitForTat,125,125
Feld,Friedman,150,150
Feld,GraaskampStrategy,129,124
Feld,GrofmanStrategy,154,144
Feld,Grudger,113,113
Feld,HarringtonStrategy,127,127
Feld,JossStrategy,59,64
Feld,Malthrin,59,59
Feld,MaxMax,49,54
Feld,MiniMax,49,54
Feld,NameWithheld,58,63
Feld,RandomStrategy,125,115
Feld,TitForTat,140,135
Friedman,GraaskampStrategy,150,150
Friedman,GrofmanStrategy,150,150
Friedman,Grudger,150,150
Friedman,HarringtonStrategy,150,150
Friedman,JossStrategy,55,55
Friedman,Malthrin,150,150
Friedman,MaxMax,49,54
Friedman,MiniMax,49,54
Friedman,NameWithheld,71,51
Friedman,RandomStrategy,165,25
Friedman,TitForTat,150,150
GraaskampStrategy,GrofmanStrategy,150,150
GraaskampStrategy,Grudger,150,150
GraaskampStrategy,HarringtonStrategy,49,54
GraaskampStrategy,JossStrategy,69,74
GraaskampStrategy,Malthrin,150,150
GraaskampStrategy,MaxMax,49,54
GraaskampStrategy,MiniMax,49,54
GraaskampStrategy,NameWithheld,57,62
GraaskampStrategy,RandomStrategy,122,122
GraaskampStrategy,TitForTat,150,150
GrofmanStrategy,Grudger,150,150
GrofmanStrategy,HarringtonStrategy,150,150
GrofmanStrategy,JossStrategy,100,130
GrofmanStrategy,Malthrin,150,150
GrofmanStrategy,MaxMax,19,174
GrofmanStrategy,MiniMax,20,170
GrofmanStrategy,NameWithheld,35,160
GrofmanStrategy,RandomStrategy,96,146
GrofmanStrategy,TitForTat,150,150
Grudger,HarringtonStrategy,49,54
Grudger,JossStrategy,73,73
Grudger,Malthrin,150,150
Grudger,MaxMax,49,54
Grudger,MiniMax,49,54
Grudger,NameWithheld,69,49
Grudger,RandomStrategy,133,48
Grudger,TitForTat,150,150
HarringtonStrategy,JossStrategy,57,52
HarringtonStrategy,Malthrin,51,61
HarringtonStrategy,MaxMax,49,54
HarringtonStrategy,MiniMax,48,58
HarringtonStrategy,NameWithheld,66,56
HarringtonStrategy,RandomStrategy,140,35
HarringtonStrategy,TitForTat,150,150
JossStrategy,Malthrin,71,71
JossStrategy,MaxMax,49,54
JossStrategy,MiniMax,49,54
JossStrategy,NameWithheld,58,63
JossStrategy,RandomStrategy,119,104
JossStrategy,TitForTat,97,92
Malthrin,MaxMax,49,54
Malthrin,MiniMax,49,54
Malthrin,NameWithheld,67,52
Malthrin,RandomStrategy,135,35
Malthrin,TitForTat,150,150
MaxMax,MiniMax,50,50
MaxMax,NameWithheld,58,48
MaxMax,RandomStrategy,150,25
MaxMax,TitForTat,54,49
MiniMax,NameWithheld,62,47
MiniMax,RandomStrategy,142,27
MiniMax,TitForTat,54,49
NameWithheld,RandomStrategy,133,33
NameWithheld,TitForTat,64,59
RandomStrategy,TitForTat,111,111
,,,
final score,TitForTat,1815,
final score,Friedman,1787,
final score,GrofmanStrategy,1753,
final score,TidemanAndChieruzzi,1695,
final score,GraaskampStrategy,1689,
final score,Grudger,1633,
final score,Davis,1601,
final score,Malthrin,1589,
final score,Feld,1433,
final score,HarringtonStrategy,1370,
final score,DefectTitForTat,1160,
final score,JossStrategy,1104,
final score,MaxMax,1062,
final score,MiniMax,1058,
final score,RandomStrategy,1057,
final score,NameWithheld,1054,
