Player 1,Player 2,Score 1,Score 2
TidemanAndChieruzzi,Davis,1215,1210
TidemanAndChieruzzi,DefectTitForTat,408,408
TidemanAndChieruzzi,Feld,470,470
TidemanAndChieruzzi,Friedman,1215,1210
TidemanAndChieruzzi,GraaskampStrategy,1216,1196
TidemanAndChieruzzi,GrofmanStrategy,1219,1209
TidemanAndChieruzzi,Grudger,1215,1210
TidemanAndChieruzzi,HarringtonStrategy,415,410
TidemanAndChieruzzi,JossStrategy,430,430
TidemanAndChieruzzi,Malthrin,1215,1210
TidemanAndChieruzzi,MaxMax,404,409
TidemanAndChieruzzi,MiniMax,404,409
TidemanAndChieruzzi,NameWithheld,409,414
TidemanAndChieruzzi,RandomStrategy,1107,377
TidemanAndChieruzzi,TitForTat,1215,1210
Davis,DefectTitForTat,428,428
Davis,Feld,442,442
Davis,Friedman,1215,1215
Davis,GraaskampStrategy,546,501
Davis,GrofmanStrategy,1215,1215
Davis,Grudger,1215,1215
Davis,HarringtonStrategy,428,428
Davis,JossStrategy,504,504
Davis,Malthrin,1215,1215
Davis,MaxMax,394,449
Davis,MiniMax,394,449
Davis,NameWithheld,422,437
Davis,RandomStrategy,1232,232
Davis,TitForTat,1215,1215
DefectTitForTat,Feld,462,462
DefectTitForTat,Friedman,408,408
DefectTitForTat,GraaskampStrategy,489,489
DefectTitForTat,GrofmanStrategy,1216,1211
DefectTitForTat,Grudger,408,408
DefectTitForTat,HarringtonStrategy,405,405
DefectTitForTat,JossStrategy,495,495
DefectTitForTat,Malthrin,408,408
DefectTitForTat,MaxMax,405,405
DefectTitForTat,MiniMax,405,405
DefectTitForTat,NameWithheld,410,410
DefectTitForTat,RandomStrategy,922,922
DefectTitForTat,TitForTat,1015,1010
Feld,Friedman,424,424
Feld,GraaskampStrategy,438,433
Feld,GrofmanStrategy,1165,690
Feld,Grudger,460,460
Feld,HarringtonStrategy,449,444
Feld,JossStrategy,426,431
Feld,Malthrin,464,464
Feld,MaxMax,404,409
Feld,MiniMax,404,409
Feld,NameWithheld,413,418
Feld,RandomStrategy,980,595
Feld,TitForTat,471,466
Friedman,GraaskampStrategy,546,501
Friedman,GrofmanStrategy,1215,1215
Friedman,Grudger,1215,1215
Friedman,HarringtonStrategy,1215,1215
Friedman,JossStrategy,410,410
Friedman,Malthrin,1215,1215
Friedman,MaxMax,404,409
Friedman,MiniMax,404,409
Friedman,NameWithheld,410,410
Friedman,RandomStrategy,1262,197
Friedman,TitForTat,1215,1215
GraaskampStrategy,GrofmanStrategy,1200,1220
GraaskampStrategy,Grudger,501,546
GraaskampStrategy,HarringtonStrategy,413,418
GraaskampStrategy,JossStrategy,444,449
GraaskampStrategy,Malthrin,501,546
GraaskampStrategy,MaxMax,404,409
GraaskampStrategy,MiniMax,404,409
GraaskampStrategy,NameWithheld,410,415
GraaskampStrategy,RandomStrategy,1211,306
GraaskampStrategy,TitForTat,1212,1212
GrofmanStrategy,Grudger,1215,1215
GrofmanStrategy,HarringtonStrategy,1215,1215
GrofmanStrategy,JossStrategy,955,1070
GrofmanStrategy,Malthrin,1215,1215
GrofmanStrategy,MaxMax,169,1349
GrofmanStrategy,MiniMax,168,1353
GrofmanStrategy,NameWithheld,174,1354
GrofmanStrategy,RandomStrategy,867,1067
GrofmanStrategy,TitForTat,1215,1215
Grudger,HarringtonStrategy,412,407
Grudger,JossStrategy,424,424
Grudger,Malthrin,1215,1215
Grudger,MaxMax,404,409
Grudger,MiniMax,404,409
Grudger,NameWithheld,410,410
Grudger,RandomStrategy,1258,198
Grudger,TitForTat,1215,1215
HarringtonStrategy,JossStrategy,432,432
HarringtonStrategy,Malthrin,1215,1215
HarringtonStrategy,MaxMax,405,405
HarringtonStrategy,MiniMax,405,405
HarringtonStrategy,NameWithheld,416,426
HarringtonStrategy,RandomStrategy,1228,213
HarringtonStrategy,TitForTat,1213,1213
JossStrategy,Malthrin,460,460
JossStrategy,MaxMax,404,409
JossStrategy,MiniMax,404,409
JossStrategy,NameWithheld,416,421
JossStrategy,RandomStrategy,956,826
JossStrategy,TitForTat,453,448
Malthrin,MaxMax,404,409
Malthrin,MiniMax,404,409
Malthrin,NameWithheld,416,406
Malthrin,RandomStrategy,1250,200
Malthrin,TitForTat,1215,1215
MaxMax,MiniMax,405,405
MaxMax,NameWithheld,421,401
MaxMax,RandomStrategy,1181,211
MaxMax,TitForTat,409,404
MiniMax,NameWithheld,409,404
MiniMax,RandomStrategy,1249,194
MiniMax,TitForTat,409,404
NameWithheld,RandomStrategy,1233,218
NameWithheld,TitForTat,409,404
RandomStrategy,TitForTat,936,936
,,,
final score,GrofmanStrategy,13953,
final score,TitForTat,13782,
final score,Malthrin,12852,
final score,Friedman,12768,
final score,TidemanAndChieruzzi,12557,
final score,Davis,12075,
final score,Grudger,12011,
final score,HarringtonStrategy,10256,
final score,GraaskampStrategy,9820,
final score,DefectTitForTat,8284,
final score,NameWithheld,7968,
final score,MiniMax,7947,
final score,MaxMax,7887,
final score,Feld,7872,
final score,JossStrategy,7738,
final score,RandomStrategy,6692,
