Player 1,Player 2,Score 1,Score 2
TidemanAndChieruzzi,AlwaysCoop,1519,1509
TidemanAndChieruzzi,AlwaysDefect,504,509
TidemanAndChieruzzi,Davis,1515,1510
TidemanAndChieruzzi,DefectTitForTat,508,508
TidemanAndChieruzzi,Feld,522,522
TidemanAndChieruzzi,Friedman,1515,1510
TidemanAndChieruzzi,GraaskampStrategy,1516,1496
TidemanAndChieruzzi,GrofmanStrategy,1515,1510
TidemanAndChieruzzi,Grudger,1515,1510
TidemanAndChieruzzi,HarringtonStrategy,1515,1510
TidemanAndChieruzzi,JossStrategy,532,532
TidemanAndChieruzzi,Malthrin,1515,1510
TidemanAndChieruzzi,MaxMax,504,509
TidemanAndChieruzzi,MiniMax,504,509
TidemanAndChieruzzi,NameWithheld,523,508
TidemanAndChieruzzi,RandomStrategy,1424,544
TidemanAndChieruzzi,TitForTat,1515,1510
AlwaysCoop,AlwaysDefect,0,2525
AlwaysCoop,Davis,1515,1515
AlwaysCoop,DefectTitForTat,1512,1517
AlwaysCoop,Feld,921,1911
AlwaysCoop,Friedman,1515,1515
AlwaysCoop,GraaskampStrategy,1512,1517
AlwaysCoop,GrofmanStrategy,1515,1515
AlwaysCoop,Grudger,1515,1515
AlwaysCoop,HarringtonStrategy,1515,1515
AlwaysCoop,JossStrategy,1371,1611
AlwaysCoop,Malthrin,1515,1515
AlwaysCoop,MaxMax,0,2525
AlwaysCoop,MiniMax,0,2525
AlwaysCoop,NameWithheld,12,2517
AlwaysCoop,RandomStrategy,741,2031
AlwaysCoop,TitForTat,1515,1515
AlwaysDefect,Davis,549,494
AlwaysDefect,DefectTitForTat,505,505
AlwaysDefect,Feld,509,504
AlwaysDefect,Friedman,509,504
AlwaysDefect,GraaskampStrategy,509,504
AlwaysDefect,GrofmanStrategy,1685,210
AlwaysDefect,Grudger,509,504
AlwaysDefect,HarringtonStrategy,513,503
AlwaysDefect,JossStrategy,509,504
AlwaysDefect,Malthrin,509,504
AlwaysDefect,MaxMax,505,505
AlwaysDefect,MiniMax,505,505
AlwaysDefect,NameWithheld,525,500
AlwaysDefect,RandomStrategy,1505,255
AlwaysDefect,TitForTat,509,504
Davis,DefectTitForTat,528,528
Davis,Feld,564,564
Davis,Friedman,1515,1515
Davis,GraaskampStrategy,646,601
Davis,GrofmanStrategy,1515,1515
Davis,Grudger,1515,1515
Davis,HarringtonStrategy,525,530
Davis,JossStrategy,528,528
Davis,Malthrin,1515,1515
Davis,MaxMax,494,549
Davis,MiniMax,494,549
Davis,NameWithheld,532,532
Davis,RandomStrategy,1528,283
Davis,TitForTat,1515,1515
DefectTitForTat,Feld,589,589
DefectTitForTat,Friedman,508,508
DefectTitForTat,GraaskampStrategy,589,589
DefectTitForTat,GrofmanStrategy,1514,1509
DefectTitForTat,Grudger,508,508
DefectTitForTat,HarringtonStrategy,508,508
DefectTitForTat,JossStrategy,523,523
DefectTitForTat,Malthrin,508,508
DefectTitForTat,MaxMax,505,505
DefectTitForTat,MiniMax,505,505
DefectTitForTat,NameWithheld,508,508
DefectTitForTat,RandomStrategy,1149,1144
DefectTitForTat,TitForTat,1265,1260
Feld,Friedman,595,590
Feld,GraaskampStrategy,786,686
Feld,GrofmanStrategy,1482,877
Feld,Grudger,586,586
Feld,HarringtonStrategy,554,554
Feld,JossStrategy,561,566
Feld,Malthrin,544,544
Feld,MaxMax,504,509
Feld,MiniMax,504,509
Feld,NameWithheld,513,518
Feld,RandomStrategy,1352,792
